Наименование ДП,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) от продажи, RUB",Факт просрочки
170,10.0,1,1.0,0,0.0,5,2151592.356687898,1574522.292993631,849681.5286624203,478980.8917197452,2151592.356687898,1574522.292993631,849681.5286624203,478980.8917197452,1967515.923566879,3184713.375796178,2553503.184713376,5158598.726114649,0.0,0.0,0.0,5503821.656050955,0.0,0.0,0.0,5503821.656050955,14766878.98089172,18140127.38853503,18223566.87898089,1310828.025477707,2429299.363057325,945859.8726114648,2959872.611464968,16077707.00636943,19268152.86624204,19085987.2611465,21183439.49044586,98430573.24840765,93906369.42675158,71221019.10828026,91516560.50955412,89789171.9745223,1744585.987261146,1672611.464968153,6197452.229299363,True
171,20.0,0,0.0,0,0.0,0,214656687.8980892,247411464.9681529,215778343.9490446,246229299.3630573,217583439.4904459,253129299.3630573,224780891.7197452,251594267.5159236,83349044.58598725,73811464.96815287,92313375.79617834,99682165.60509554,0.0,0.0,0.0,0.0,43427388.53503185,47305095.54140128,34543312.10191083,47066878.98089172,0.0,0.0,0.0,58696815.2866242,55871337.57961784,61122929.93630573,80635031.84713376,64761146.49681529,65100636.94267516,69156687.89808917,93101910.82802548,554745859.8726114,759925477.7070063,446066878.9808917,538027388.5350318,695694904.4585987,22859235.66878981,51432484.07643312,10066878.98089172,False
172,10.0,14,2.78804347826087,10,7323545.936305731,184,9887898.089171974,8817197.452229299,7854140.127388535,7012738.853503184,9887898.089171974,8817197.452229299,7854140.127388535,7012738.853503184,4702547.770700636,10485350.31847134,11542038.21656051,22629299.36305732,5685987.261146497,0.0,0.0,0.0,5685987.261146497,0.0,0.0,0.0,739490.4458598726,1551592.356687898,8352229.299363057,9647133.757961784,16190445.85987261,28601273.88535032,32435668.78980892,10386624.20382166,22297452.22929936,30152866.24203822,40787898.08917198,193556687.8980892,204758598.7261146,161133121.0191083,191826114.6496815,202147133.7579617,275159.2356687898,1205732.484076433,1730573.248407643,True
173,110.0,0,0.0,0,0.0,0,1699270063.694268,1973836942.675159,2032882802.547771,2188124203.821656,1737753503.184713,2020993630.573248,2048734394.904458,2314445222.929936,1389249044.585987,1261880254.77707,1269530573.248408,2720884076.433121,0.0,0.0,0.0,1445535668.789809,54342675.15923566,79839490.44585986,38105732.48407643,1463978343.949044,0.0,0.0,0.0,1297690445.859873,848566242.0382165,934545859.8726114,1438227388.535032,1500643312.101911,1081791719.745223,1124524203.821656,1784726751.592357,9307220382.165606,14203725477.70701,10501568789.80892,8340466242.038217,12973533121.01911,551004458.598726,468751592.3566879,352805095.5414013,False
174,370.0,373,357.0,5,7363476.853503184,5,30489171.97452229,49070700.63694267,41122929.93630573,24850318.47133758,30753503.18471337,49335031.84713376,41378343.94904459,24850318.47133758,44821019.10828026,50189808.91719745,48300636.94267516,39850318.47133758,0.0,11229299.36305732,17197452.22929936,11464968.15286624,0.0,11229299.36305732,17197452.22929936,11464968.15286624,0.0,0.0,110191.0828025478,103154140.1273885,131889171.9745223,147754140.1273885,93021656.0509554,103154140.1273885,131889171.9745223,147754140.1273885,93131847.13375796,262323566.8789809,100500636.9426752,154352229.299363,255733121.0191083,116066878.9808917,2465605.095541401,3627388.535031847,6590445.859872611,True
175,,5,2.111111111111111,0,0.0,9,102620382.1656051,87094904.45859872,77154140.12738854,106073248.4076433,422146496.8152866,272527388.5350319,153337579.6178344,345457324.8407643,474796815.2866242,505913375.7961784,682323566.8789809,345584076.433121,0.0,0.0,0.0,0.0,4028025.477707006,3471974.522292993,4880254.777070063,6756687.898089171,71300000.0,62614649.68152866,0.0,346083439.4904459,292735668.7898089,499331847.133758,149142675.1592357,443921656.0509554,308847770.7006369,595247770.7006369,163079617.8343949,1574373885.350318,1785012101.910828,1796492993.630573,1260461783.43949,1425880254.77707,18814649.68152866,14053503.18471338,23520382.16560509,True
176,10.0,0,0.0,0,0.0,0,17688535.03184713,22058598.72611465,23975159.23566879,18467515.92356688,118970700.6369427,119611464.9681529,117838853.5031847,108593630.5732484,87626114.64968152,104590445.8598726,96370063.69426753,91917197.45222928,0.0,0.0,0.0,0.0,0.0,0.0,637579.6178343949,489808.9171974522,2983439.49044586,3025477.707006369,1657961.78343949,16639490.44585987,8027388.535031847,7832484.07643312,14496178.34394904,19711464.96815287,11366242.03821656,11010828.02547771,16389808.91719745,424675796.178344,400507643.3121019,401568152.8662421,383463057.3248407,360881528.6624204,11182802.5477707,1364331.210191083,13149681.52866242,False
177,10.0,16,2.789473684210526,6,3222944.095541401,38,41667515.92356688,39529299.36305732,35392993.63057325,33542675.15923567,41732484.07643312,39561783.43949044,35432484.07643312,33661146.49681529,76726114.64968152,54885350.31847133,58531847.13375796,70294267.51592356,0.0,0.0,0.0,0.0,596815.2866242038,0.0,18471.33757961784,0.0,68091719.74522293,81445222.9299363,87428662.42038216,160037579.6178344,156694904.4585987,209177707.0063694,172665605.0955414,229107006.3694268,220807643.3121019,299991082.8025477,269332484.0764331,1305482165.605095,1552790445.859873,891030573.2484076,1057033757.961783,1278377070.063694,20270063.69426752,35489808.91719745,49133121.01910828,True
178,10.0,0,0.0,0,0.0,0,31547133.75796178,23657961.78343949,14205732.48407643,10004458.59872611,31556050.95541401,24675159.23566879,22199363.05732484,17121019.10828025,203155414.0127389,261303821.6560509,255337579.6178344,188803821.6560509,0.0,0.0,0.0,0.0,0.0,1247133.757961783,-1357961.78343949,4801273.885350319,78071337.57961783,55711464.96815287,46317834.39490446,182831210.1910828,186843312.1019108,246187898.089172,182009554.1401274,264747133.7579617,380874522.2929936,309560509.5541401,235907643.3121019,459483439.4904459,345465605.0955414,558131210.1910828,493122929.9363057,313799363.0573248,111553503.1847134,6649681.52866242,-39285987.26114649,False
179,10.0,5,2.571428571428572,0,0.0,14,31552229.29936305,0.0,20145222.9299363,50007643.31210191,31818471.33757961,0.0,20379617.83439491,50147133.75796178,15139490.44585987,0.0,73182802.5477707,40444585.98726115,58741401.27388535,0.0,31608280.25477707,0.0,58859235.66878981,0.0,31772611.46496815,138216.5605095541,8843949.044585986,39090445.85987261,61650955.41401274,54157324.84076433,0.0,44482802.5477707,46242038.21656051,63010191.08280254,0.0,83742675.15923567,108078980.8917197,314382165.6050955,315212101.910828,0.0,286046496.8152866,274201910.8280255,17106369.42675159,13952866.24203822,16466242.03821656,True
180,20.0,0,0.0,0,0.0,0,22982802.5477707,31581528.66242038,33995541.40127388,38279617.8343949,22982802.5477707,32816560.50955414,39330573.24840764,38533757.96178344,41764968.15286624,40536942.67515923,53276433.1210191,49442038.21656051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561146.496815287,574522.2929936305,6369.426751592357,41170700.63694268,29724840.76433121,40549681.52866242,39783439.49044586,42731847.13375797,31866878.98089172,41124203.82165605,39789808.91719745,399680891.7197452,487609554.1401274,342625477.7070063,341066242.0382165,410449044.5859873,14680891.71974522,15782165.60509554,11448407.6433121,False
181,10.0,0,0.0,0,0.0,0,0.0,0.0,13684076.43312102,13008280.25477707,0.0,0.0,13690445.85987261,13014012.7388535,0.0,0.0,3536305.732484076,2754777.070063694,0.0,0.0,507006.3694267516,525477.7070063694,0.0,0.0,507006.3694267516,525477.7070063694,0.0,22019108.28025478,22222929.93630573,0.0,0.0,10166878.98089172,10500000.0,0.0,0.0,32185350.31847133,32722929.93630573,41387898.08917198,48089808.91719745,0.0,40785350.31847133,46908280.25477707,0.0,747770.7006369426,601910.8280254777,False
182,80.0,4,4.0,0,0.0,1,151232484.0764331,178028662.4203822,152075159.2356688,121476433.1210191,155533121.0191083,181742038.2165605,156356050.955414,126409554.1401274,53620382.16560509,171474522.2929936,72092993.63057324,72447133.75796178,250167515.9235669,403732484.0764331,360259872.611465,238140127.3885351,255375796.178344,409408917.1974522,368657961.7834395,245753503.1847134,0.0,0.0,0.0,84110191.08280255,107068789.8089172,95193630.5732484,129838853.5031847,84110191.08280255,107068789.8089172,95193630.5732484,129838853.5031847,602991719.7452229,588407643.3121018,564328025.477707,540359235.6687897,542208280.2547771,-25610828.02547771,12633121.01910828,9786624.203821655,True
183,150.0,6,6.0,1,493629.3694267516,1,64202547.77070063,81135031.84713376,73191719.74522293,89162420.3821656,64522292.99363057,81871337.57961783,74201273.88535032,90255414.01273884,85200636.94267516,90819108.28025477,165893630.5732484,110175159.2356688,30658598.72611465,19071974.522293,124125477.7070064,125944585.9872612,31179617.83439491,20445859.87261146,125808280.2547771,127782802.5477707,21226114.64968153,20523566.87898089,15993630.57324841,80649681.52866241,110373248.4076433,157135031.8471338,113014649.6815287,102355414.0127388,163273885.3503185,178991082.8025478,130619745.2229299,555406369.4267516,616703821.6560509,359232484.0764331,461133757.9617834,521737579.6178344,2235031.847133758,7160509.554140127,46545222.92993631,True
184,30.0,9,2.348837209302326,6,4653571.4522293,86,32071974.522293,29361146.49681529,29036942.67515923,28132484.07643312,32870063.69426752,30591082.80254777,29962420.3821656,33052866.24203822,51121656.05095541,47991719.74522293,13196178.34394904,22921656.05095541,18811464.96815287,0.0,29958598.72611465,63676433.1210191,21892356.68789809,868152.8662420382,31663694.26751592,67273885.35031846,15929299.36305732,10263057.32484076,7006369.426751592,136576433.1210191,127612101.910828,68528025.477707,69150955.41401273,155397452.2292994,147028025.477707,82798726.11464968,80239490.44585986,930647133.7579618,881866878.9808917,727667515.9235668,802510828.0254776,725517834.3949044,3956050.955414013,6192356.687898089,16861146.49681529,True
185,10.0,265,95.0,3,157146.5668789809,3,924368789.8089172,881819108.2802547,205780254.77707,181901273.8853503,2265617197.452229,1031861146.496815,1594192993.630573,1608364968.152866,630419745.22293,1571598726.11465,598284076.433121,511028662.4203821,1312101910.828025,1736242038.21656,2669235668.789809,2454140127.388535,1312129936.305732,1736266878.980892,2669257961.783439,2454159235.66879,99930573.24840765,179473248.4076433,50492993.63057324,1107342675.159236,750772611.4649681,745108917.1974522,241039490.4458598,1258487261.146497,951234394.9044584,954405732.4840764,323851592.3566879,1317033757.961783,948272611.464968,1322937579.617834,1009382802.547771,598456050.9554139,254919108.2802548,474052866.2420382,18198726.11464968,True
186,10.0,9,2.673076923076923,13,1051275.331210191,104,85350.31847133758,4354777.070063694,3089171.974522293,1852229.299363057,85350.31847133758,4354777.070063694,3089171.974522293,1852229.299363057,189473248.4076433,156678343.9490446,233628025.477707,391999363.0573248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547770.700636942,191996815.2866242,170065605.0955414,246349044.5859872,92694904.45859872,196015923.566879,173728662.4203822,252164968.1528662,117608917.1974522,2283423566.878981,2527220382.165605,1758426114.649682,2182952866.242038,2407503821.656051,43858598.72611465,139403821.656051,7933121.01910828,True
187,30.0,5,2.342105263157895,0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13537579.6178344,8698726.114649681,9789171.974522293,13545859.87261146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18544585.98726114,1544585.987261146,2960509.554140128,7931210.191082803,18561783.43949044,22045222.9299363,19286624.20382165,26475796.17834395,23020382.16560509,23589808.91719745,22247133.75796178,95982802.5477707,106430573.2484076,68401273.88535032,86191082.80254777,96659235.6687898,439490.4458598726,2251592.356687898,2742675.159235669,True
188,70.0,0,0.0,0,0.0,0,0.0,0.0,11583439.49044586,11262420.3821656,0.0,0.0,13494267.51592357,11262420.3821656,0.0,0.0,15647770.70063694,35044585.98726115,0.0,0.0,27229299.36305732,27433121.01910828,0.0,0.0,27229299.36305732,27573248.40764331,0.0,7955414.012738853,7766242.03821656,0.0,0.0,27867515.92356688,12951592.3566879,0.0,0.0,35822929.93630573,20717834.39490446,136840764.3312102,93142038.21656051,0.0,121248407.6433121,85972611.46496814,0.0,-2836305.732484076,6043949.044585987,False
189,10.0,8,3.5,11,2750321.159235668,32,78343.94904458598,59872.61146496815,3284076.433121019,3006369.426751592,78343.94904458598,59872.61146496815,3284076.433121019,3006369.426751592,17009554.14012739,7978343.949044585,34595541.40127388,31564968.15286624,0.0,0.0,0.0,0.0,0.0,0.0,3757961.78343949,2634394.904458599,0.0,7615923.566878981,19012101.91082802,29656687.89808917,25392356.68789809,42884713.37579618,27594904.45859873,29656687.89808917,26709554.14012739,50500636.94267516,46607006.36942675,513074522.2929936,642921019.1082802,553860509.5541401,475554777.0700637,602760509.5541401,2124203.821656051,1056687.898089172,2914649.681528662,True
190,10.0,9,4.103448275862069,8,259041.5987261146,29,0.0,0.0,41500000.0,40805095.54140128,0.0,0.0,41544585.98726115,40843949.04458599,0.0,0.0,7568152.866242038,16530573.24840764,0.0,0.0,40952866.24203821,42139490.44585987,0.0,0.0,40952866.24203821,42139490.44585987,0.0,550955.4140127389,560509.5541401274,0.0,0.0,12374522.29299363,25223566.87898089,0.0,0.0,12925477.70700637,25784076.43312101,113398089.1719745,148051592.3566879,0.0,81108280.25477707,110527388.5350318,0.0,10368152.86624204,14912101.91082802,True
191,30.0,0,0.0,0,0.0,0,183068152.866242,187812101.910828,229352229.299363,257652229.299363,227931210.1910828,224840764.3312102,263864331.2101911,296978343.9490446,246319745.2229299,209385987.2611465,381957961.7834395,271850318.4713376,0.0,0.0,0.0,0.0,20510828.02547771,16499363.05732484,16160509.55414013,17529936.30573248,424536305.732484,409795541.4012738,377707643.3121019,298289808.9171975,325371974.522293,515605095.5414013,513049044.5859873,745314649.6815287,758854140.1273885,974962420.3821656,956512101.910828,2179901273.88535,2109387261.146497,1235242038.21656,1618786624.203822,1388179617.834395,93149681.5286624,365620382.1656051,127232484.0764331,False
192,20.0,0,0.0,0,0.0,0,125180891.7197452,114264968.1528662,115725477.7070064,121542675.1592357,128961146.4968153,117920382.1656051,122824840.7643312,121656687.8980892,36683439.49044586,37825477.70700637,18020382.16560509,23453503.18471337,0.0,0.0,0.0,0.0,2666242.038216561,2666242.038216561,0.0,0.0,3191082.802547771,2521019.108280255,1490445.859872612,27118471.33757961,17774522.29299363,24045859.87261146,31010191.08280255,30309554.14012739,25870700.63694268,31594904.45859873,37289171.97452229,244923566.8789809,278438216.5605096,155319745.2229299,187425477.7070064,218787261.1464968,1147770.700636943,6607006.369426752,9287261.146496816,False
193,20.0,0,0.0,0,0.0,0,0.0,0.0,44084713.37579618,42893630.57324841,0.0,0.0,45242038.21656051,44214012.7388535,0.0,0.0,11562420.3821656,12877707.00636943,0.0,0.0,23770700.63694268,0.0,0.0,0.0,24271337.57961783,1391719.74522293,0.0,302547.7707006369,7166878.980891719,0.0,0.0,8427388.535031848,9063694.267515924,0.0,0.0,9347133.757961784,17156687.89808917,166058598.7261146,211447133.7579617,0.0,147303821.656051,176764968.1528662,0.0,21229299.36305732,7141401.27388535,False
194,10.0,0,0.0,0,0.0,0,27242038.21656051,45826751.59235669,111535031.8471338,168513375.7961783,27242038.21656051,45826751.59235669,111535031.8471338,168514649.6815287,33412738.85350318,33207006.36942675,26934394.9044586,10640127.38853503,0.0,0.0,0.0,0.0,0.0,0.0,8662420.382165605,26857324.84076433,14012.73885350318,1266878.98089172,3757961.78343949,39162420.3821656,42294267.51592357,65488535.03184713,61976433.1210191,39176433.12101911,42342675.15923566,66755414.01273885,65734394.9044586,153435668.7898089,121766242.0382166,111306369.4267516,119927388.5350318,110521019.1082803,14682802.5477707,7513375.796178344,33508280.25477707,False
195,60.0,394,200.5,2,1251301.910828025,2,703099619745.2229,937907628025.4775,1051440103821.656,1037724263694.268,738656578980.8917,992730682165.6052,1137107771974.522,1104558758598.726,10485478343.94904,11574724203.82166,34087083439.49044,36436724840.76433,744162524840.7643,1038017115286.624,1142726943312.102,1058460824840.764,755096672611.465,1058395739490.446,1171881114012.739,1090158170700.637,1086092356.687898,138783612101.9108,65370017834.39491,19693940764.33121,27190018471.33758,42629309554.14013,19969213375.79618,20944446496.81528,28974643312.10191,181708303821.656,85881208917.19745,116153104458.5987,156852255414.0127,7742894267.515924,39430885987.26115,75490190445.85986,108581962420.3822,192347161146.4968,76496135668.78981,True
196,80.0,51,11.66666666666667,16,3392228.617834395,24,0.0,0.0,16461146.49681529,15877070.06369427,0.0,0.0,25705095.54140127,22401273.88535032,0.0,0.0,19359235.66878981,49288535.03184713,0.0,0.0,48205095.54140128,60943949.04458599,0.0,0.0,55203821.65605095,70371337.57961783,0.0,24317834.39490446,15977070.06369427,0.0,0.0,119240127.388535,141712101.910828,0.0,0.0,150064968.1528662,167773248.4076433,187289808.9171974,214130573.2484076,0.0,163547133.7579618,175162420.3821656,0.0,15766878.98089172,979617.8343949044,True
197,20.0,0,0.0,0,0.0,0,14100000.0,16855414.01273885,12376433.12101911,11620382.16560509,14127388.53503185,16985350.31847134,12488535.03184713,11649681.52866242,21019745.22292994,15785350.31847134,37769426.75159235,38647133.75796178,12743312.10191083,16841401.27388535,24100000.0,0.0,12743312.10191083,16841401.27388535,24500000.0,398726.1146496815,2917197.452229299,3480891.719745223,31873248.40764331,64061146.49681529,63536942.67515923,75371974.52229299,92366878.98089172,66978343.94904459,71435031.84713376,78852866.24203822,124240127.388535,502369426.7515923,602858598.7261146,482610828.0254777,483828662.4203821,559217197.4522293,9067515.923566878,13739490.44585987,4364331.210191082,False
